"game_type","week","away_team","home_team","away_wins","home_wins","ties","result","games_played","away_percentage","home_percentage"
"REG",1,"ARI","WAS",537,697,0,2.10372771474878,1234,0.43517017828201,0.56482982171799
"REG",1,"BUF","NYJ",964,270,0,-10.4011345218801,1234,0.781199351701783,0.218800648298217
"REG",1,"CAR","ATL",607,627,0,-0.257698541329011,1234,0.491896272285251,0.508103727714749
"REG",1,"CIN","CLE",638,596,0,-0.705024311183144,1234,0.517017828200972,0.482982171799028
"REG",1,"DAL","NYG",737,497,0,-3.63938411669368,1234,0.597244732576985,0.402755267423015
"REG",1,"DET","KC",294,940,0,9.11912479740681,1234,0.238249594813614,0.761750405186386
"REG",1,"GB","CHI",781,453,0,-4.73581847649919,1234,0.63290113452188,0.36709886547812
"REG",1,"HOU","BAL",311,923,0,8.98784440842788,1234,0.252025931928687,0.747974068071313
"REG",1,"JAX","IND",388,846,0,6.31685575364668,1234,0.314424635332253,0.685575364667747
"REG",1,"LA","SEA",726,508,0,-3.43030794165316,1234,0.588330632090762,0.411669367909238
"REG",1,"LV","DEN",540,694,0,2.07212317666126,1234,0.437601296596434,0.562398703403566
"REG",1,"MIA","LAC",560,674,0,1.31442463533225,1234,0.453808752025932,0.546191247974068
"REG",1,"PHI","NE",661,573,0,-1.18962722852512,1234,0.535656401944895,0.464343598055105
"REG",1,"SF","PIT",643,591,0,-0.696110210696921,1234,0.521069692058347,0.478930307941653
"REG",1,"TB","MIN",685,549,0,-1.66369529983793,1234,0.555105348460292,0.444894651539708
"REG",1,"TEN","NO",582,652,0,1.09481361426256,1234,0.471636952998379,0.528363047001621
"REG",2,"BAL","CIN",645,589,0,-0.658833063209076,1234,0.522690437601297,0.477309562398703
"REG",2,"CHI","TB",326,908,0,8.43760129659643,1234,0.26418152350081,0.73581847649919
"REG",2,"CLE","PIT",586,648,0,0.895461912479741,1234,0.474878444084279,0.525121555915721
"REG",2,"GB","ATL",851,383,0,-7.08103727714749,1234,0.689627228525122,0.310372771474878
"REG",2,"IND","HOU",852,382,0,-6.35332252836305,1234,0.690437601296596,0.309562398703404
"REG",2,"KC","JAX",895,339,0,-8.58184764991896,1234,0.725283630470016,0.274716369529984
"REG",2,"LAC","TEN",651,583,0,-0.984602917341977,1234,0.527552674230146,0.472447325769854
"REG",2,"LV","BUF",344,890,0,7.77552674230146,1234,0.278768233387358,0.721231766612642
"REG",2,"MIA","NE",644,590,0,-0.892220421393841,1234,0.521880064829822,0.478119935170178
"REG",2,"MIN","PHI",629,605,0,-0.0713128038897893,1234,0.509724473257699,0.490275526742301
"REG",2,"NO","CAR",799,435,0,-4.77228525121556,1234,0.647487844408428,0.352512155591572
"REG",2,"NYG","ARI",521,713,0,2.67504051863857,1234,0.422204213938412,0.577795786061588
"REG",2,"NYJ","DAL",399,835,0,7.14586709886548,1234,0.323338735818476,0.676661264181524
"REG",2,"SEA","DET",630,604,0,-0.227714748784441,1234,0.510534846029173,0.489465153970827
"REG",2,"SF","LA",572,662,0,1.4935170178282,1234,0.46353322528363,0.536466774716369
"REG",2,"WAS","DEN",558,676,0,1.39546191247974,1234,0.452188006482982,0.547811993517018
"REG",3,"ATL","DET",531,703,0,2.13614262560778,1234,0.43030794165316,0.56969205834684
"REG",3,"BUF","WAS",803,431,0,-5.59481361426256,1234,0.650729335494327,0.349270664505673
"REG",3,"CAR","SEA",491,743,0,3.24878444084279,1234,0.397893030794165,0.602106969205835
"REG",3,"CHI","KC",358,876,0,7.59724473257699,1234,0.290113452188006,0.709886547811994
"REG",3,"DAL","ARI",643,591,0,-0.816855753646678,1234,0.521069692058347,0.478930307941653
"REG",3,"DEN","MIA",521,713,0,2.62884927066451,1234,0.422204213938412,0.577795786061588
"REG",3,"HOU","JAX",588,646,0,1.08022690437601,1234,0.476499189627229,0.523500810372772
"REG",3,"IND","BAL",580,654,0,1.18314424635332,1234,0.470016207455429,0.529983792544571
"REG",3,"LA","CIN",609,625,0,0.0486223662884927,1234,0.493517017828201,0.506482982171799
"REG",3,"LAC","MIN",590,644,0,0.393030794165316,1234,0.478119935170178,0.521880064829822
"REG",3,"NE","NYJ",769,465,0,-4.5,1234,0.623176661264181,0.376823338735818
"REG",3,"NO","GB",510,724,0,2.92463533225284,1234,0.413290113452188,0.586709886547812
"REG",3,"NYG","SF",440,794,0,4.77633711507293,1234,0.356564019448947,0.643435980551053
"REG",3,"PHI","TB",491,743,0,3.39303079416532,1234,0.397893030794165,0.602106969205835
"REG",3,"PIT","LV",590,644,0,1.07212317666126,1234,0.478119935170178,0.521880064829822
"REG",3,"TEN","CLE",618,616,0,-0.0299837925445705,1234,0.500810372771475,0.499189627228525
"REG",4,"ARI","SF",503,731,0,3.54132901134522,1234,0.407617504051864,0.592382495948136
"REG",4,"ATL","JAX",599,635,0,0.497568881685575,1234,0.485413290113452,0.514586709886548
"REG",4,"BAL","CLE",686,548,0,-1.78606158833063,1234,0.555915721231767,0.444084278768233
"REG",4,"CIN","TEN",595,639,0,0.318476499189627,1234,0.482171799027553,0.517828200972447
"REG",4,"DEN","CHI",671,563,0,-1.77957860615883,1234,0.543760129659643,0.456239870340357
"REG",4,"DET","GB",388,846,0,7.20826580226904,1234,0.314424635332253,0.685575364667747
"REG",4,"KC","NYJ",930,304,0,-8.95137763371151,1234,0.753646677471637,0.246353322528363
"REG",4,"LA","IND",595,639,0,0.73257698541329,1234,0.482171799027553,0.517828200972447
"REG",4,"LV","LAC",486,748,0,3.77957860615883,1234,0.393841166936791,0.606158833063209
"REG",4,"MIA","BUF",447,787,0,4.58589951377634,1234,0.362236628849271,0.637763371150729
"REG",4,"MIN","CAR",813,421,0,-5.80145867098866,1234,0.658833063209076,0.341166936790924
"REG",4,"NE","DAL",571,663,0,1.71717990275527,1234,0.462722852512156,0.537277147487844
"REG",4,"PIT","HOU",743,491,0,-3.39708265802269,1234,0.602106969205835,0.397893030794165
"REG",4,"SEA","NYG",605,629,0,0.701782820097245,1234,0.490275526742301,0.509724473257699
"REG",4,"TB","NO",743,491,0,-3.15072933549433,1234,0.602106969205835,0.397893030794165
"REG",4,"WAS","PHI",561,673,0,1.79659643435981,1234,0.454619124797407,0.545380875202593
"REG",5,"BAL","PIT",678,556,0,-1.94084278768233,1234,0.549432739059968,0.450567260940032
"REG",5,"CAR","DET",593,641,0,0.665316045380875,1234,0.480551053484603,0.519448946515397
"REG",5,"CHI","WAS",495,739,0,3.19773095623987,1234,0.401134521880065,0.598865478119935
"REG",5,"CIN","ARI",660,574,0,-1.26175040518639,1234,0.53484602917342,0.46515397082658
"REG",5,"DAL","SF",587,647,0,0.888168557536467,1234,0.475688816855754,0.524311183144246
"REG",5,"GB","LV",704,530,0,-2.42058346839546,1234,0.570502431118314,0.429497568881686
"REG",5,"HOU","ATL",583,651,0,0.763371150729335,1234,0.472447325769854,0.527552674230146
"REG",5,"JAX","BUF",274,960,0,10.2957860615883,1234,0.222042139384117,0.777957860615883
"REG",5,"KC","MIN",679,555,0,-1.93030794165316,1234,0.550243111831442,0.449756888168558
"REG",5,"NO","NE",605,629,0,-0.0105348460291734,1234,0.490275526742301,0.509724473257699
"REG",5,"NYG","MIA",423,811,0,5.19124797406807,1234,0.342787682333874,0.657212317666126
"REG",5,"NYJ","DEN",422,812,0,5.50081037277147,1234,0.341977309562399,0.658022690437601
"REG",5,"PHI","LA",595,639,0,0.755267423014587,1234,0.482171799027553,0.517828200972447
"REG",5,"TEN","IND",558,676,0,1.44003241491086,1234,0.452188006482982,0.547811993517018
"REG",6,"ARI","LA",473,761,0,4.18476499189627,1234,0.383306320907618,0.616693679092382
"REG",6,"BAL","TEN",695,539,0,-2.21880064829822,1234,0.563209076175041,0.436790923824959
"REG",6,"CAR","MIA",384,850,0,6.49432739059968,1234,0.311183144246353,0.688816855753647
"REG",6,"DAL","LAC",482,752,0,3.52431118314425,1234,0.390599675850891,0.609400324149109
"REG",6,"DEN","KC",440,794,0,4.98217179902755,1234,0.356564019448947,0.643435980551053
"REG",6,"DET","TB",274,960,0,10.7803889789303,1234,0.222042139384117,0.777957860615883
"REG",6,"IND","JAX",826,408,0,-5.98784440842788,1234,0.66936790923825,0.33063209076175
"REG",6,"MIN","CHI",721,513,0,-2.74716369529984,1234,0.584278768233387,0.415721231766613
"REG",6,"NE","LV",640,594,0,-0.277957860615883,1234,0.518638573743922,0.481361426256078
"REG",6,"NO","HOU",791,443,0,-5.09400324149109,1234,0.641004862236629,0.358995137763371
"REG",6,"NYG","BUF",295,939,0,9.32820097244733,1234,0.239059967585089,0.760940032414911
"REG",6,"PHI","NYJ",840,394,0,-6.46596434359806,1234,0.680713128038898,0.319286871961102
"REG",6,"SEA","CIN",470,764,0,3.74716369529984,1234,0.380875202593193,0.619124797406807
"REG",6,"SF","CLE",600,634,0,1.07212317666126,1234,0.486223662884927,0.513776337115073
"REG",6,"WAS","ATL",817,417,0,-5.40923824959481,1234,0.662074554294976,0.337925445705024
"REG",7,"ARI","SEA",633,601,0,-0.523500810372772,1234,0.512965964343598,0.487034035656402
"REG",7,"ATL","TB",252,982,0,11.5534846029173,1234,0.204213938411669,0.795786061588331
"REG",7,"BUF","NE",783,451,0,-4.98865478119935,1234,0.63452188006483,0.36547811993517
"REG",7,"CLE","IND",545,689,0,2.0032414910859,1234,0.441653160453809,0.558346839546191
"REG",7,"DET","BAL",371,863,0,7.32658022690438,1234,0.30064829821718,0.69935170178282
"REG",7,"GB","DEN",677,557,0,-1.60048622366288,1234,0.548622366288493,0.451377633711507
"REG",7,"JAX","NO",384,850,0,6.54943273905997,1234,0.311183144246353,0.688816855753647
"REG",7,"LAC","KC",518,716,0,3.05429497568882,1234,0.419773095623987,0.580226904376013
"REG",7,"LV","CHI",641,593,0,-0.513776337115073,1234,0.519448946515397,0.480551053484603
"REG",7,"MIA","PHI",613,621,0,0.491896272285251,1234,0.496758508914101,0.5032414910859
"REG",7,"PIT","LA",550,684,0,2.05348460291734,1234,0.445705024311183,0.554294975688817
"REG",7,"SF","MIN",533,701,0,2.08670988654781,1234,0.43192868719611,0.56807131280389
"REG",7,"WAS","NYG",692,542,0,-2.04943273905997,1234,0.560777957860616,0.439222042139384
"REG",8,"ATL","TEN",342,892,0,8.06888168557536,1234,0.277147487844408,0.722852512155592
"REG",8,"BAL","ARI",688,546,0,-2.1547811993517,1234,0.557536466774716,0.442463533225284
"REG",8,"CHI","LAC",477,757,0,4.70745542949757,1234,0.386547811993517,0.613452188006483
"REG",8,"CIN","SF",648,586,0,-0.626418152350081,1234,0.525121555915721,0.474878444084279
"REG",8,"CLE","SEA",642,592,0,-0.467585089141005,1234,0.520259319286872,0.479740680713128
"REG",8,"HOU","CAR",556,678,0,1.38168557536467,1234,0.450567260940032,0.549432739059968
"REG",8,"JAX","PIT",433,801,0,4.57536466774716,1234,0.350891410048622,0.649108589951378
"REG",8,"KC","DEN",712,522,0,-3.20178282009724,1234,0.576985413290113,0.423014586709887
"REG",8,"LA","DAL",594,640,0,0.624797406807131,1234,0.481361426256078,0.518638573743922
"REG",8,"LV","DET",756,478,0,-3.20340356564019,1234,0.612641815235008,0.387358184764992
"REG",8,"MIN","GB",562,672,0,1.4740680713128,1234,0.455429497568882,0.544570502431118
"REG",8,"NE","MIA",496,738,0,3.20178282009724,1234,0.40194489465154,0.59805510534846
"REG",8,"NO","IND",590,644,0,0.923014586709887,1234,0.478119935170178,0.521880064829822
"REG",8,"NYJ","NYG",538,696,0,2.0162074554295,1234,0.435980551053485,0.564019448946515
